[MAP_TEXTURES]
#idScene	rowSprites	columnSprites	IDTileSet
1	15	11	12	
[MAP]
# filePath	column	row	index	align
map/map1b.txt	96	36	0	0

[CAMERA]
#xLeft	xRight	yTop yBot
0	496	384	576
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# Gimmick					
1	480	352	1	960	52

# Brick
4	0	384	401		
4	0	368	401		
4	0	352	401
4	0	336	401		
4	0	320	401		
4	0	304	401		
4	0	288	401		
4	0	272	401		
4	0	256	401		
4	0	240	401		
4	0	224	401		
4	0	208	401		
4	0	192	401		
4	0	176	401		
4	0	160	401		
4	0	144	401		
4	0	128	401		
4	0	112	401		
4	0	96	401		
4	0	80	401		
4	0	64	401		
4	0	48	401		
4	0	32	401		
4	0	16	401		

4	16	384	401		
4	16	368	401		
4	16	352	401		
4	16	336	401		
4	16	320	401		
4	16	304	401		
4	16	288	401		
4	16	272	401		
4	16	256	401		
4	16	240	401		
4	16	224	401		
4	16	208	401		
4	16	192	401		
4	16	176	401		
4	16	160	401		
4	16	144	401		
4	16	128	401		
4	16	80	401		

#this is brick replace stair					
#4	48	48	401		
######					

4	48	384	401		
4	48	368	401		
4	48	320	401		

4	48	272	401		
4	48	256	401		
4	48	240	401		
4	48	224	401		
4	48	208	401		
4	48	192	401		
4	48	176	401		
4	48	160	401		
4	48	144	401		
4	48	128	401		

4	64	384	401		
4	64	368	401		

4	64	272	401		
4	64	256	401		
4	64	240	401		
4	64	224	401		
4	64	208	401		
4	64	192	401		
4	64	176	401		
4	64	160	401		
4	64	144	401		
4	64	128	401		

4	80	176	401		
4	96	176	401		
4	112	176	401		
4	128	176	401		
4	128	160	401		
4	128	144	401		
4	128	128	401		
4	144	176	401		
4	144	160	401		
4	144	144	401		
4	144	128	401		
4	80	32	401		
4	128	64	401		
4	128	48	401		
4	128	32	401		
4	128	16	401		
4	160	176	401		
4	176	176	401		
4	192	176	401		
4	208	176	401		
4	224	176	401		
4	240	176	401		
4	256	176	401		
4	272	176	401		
4	288	176	401		
4	304	176	401		
4	320	176	401		
4	336	176	401		
4	352	176	401		
4	368	176	401		
4	384	176	401		
4	400	176	401		
4	416	176	401		
4	432	176	401		
4	448	176	401		
4	464	176	401		
4	480	176	401		
4	496	176	401		
4	512	176	401		
4	528	176	401		
4	544	176	401		
4	560	176	401		
4	576	176	401		
4	592	176	401		
4	608	176	401		
4	624	176	401		
4	640	176	401		
4	656	176	401		
4	672	176	401		
4	688	176	401		
4	704	176	401		
4	720	176	401		
4	736	176	401		
4	752	176	401		
4	768	176	401		
4	176	32	401		
4	224	128	401		
4	240	128	401		
4	256	128	401		
4	224	64	401		
4	240	64	401		
4	288	96	401		
4	304	96	401		

