[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type

9	16	16	441
9	32	16	444
9	48	16	441
9	64	16	444
9	80	16	441
9	96	16	444
9	112	16	441
9	128	16	444
9	144	16	441
9	160	16	444
9	176	16	441
9	192	16	444
9	208	16	441
9	224	16	444

9	16	32	442
9	32	32	443
9	48	32	442
9	64	32	443
9	80	32	442
9	96	32	443
9	112	32	442
9	128	32	442
9	144	32	443
9	160	32	442
9	176	32	443
9	192	32	442
9	208	32	443
9	224	32	442

9	16	48	441
9	32	48	444
9	48	48	441
9	64	48	444
9	80	48	441
9	96	48	444
9	112	48	441
9	128	48	444
9	144	48	441
9	160	48	444
9	176	48	441
9	192	48	444
9	208	48	441
9	224	48	444

9	16	64	442
9	32	64	443
9	48	64	442
9	64	64	443
9	80	64	442
9	96	64	443
9	112	64	442
9	128	64	442
9	144	64	443
9	160	64	442
9	176	64	443
9	192	64	442
9	208	64	443
9	224	64	442

9	16	80	441
9	32	80	444
9	48	80	441
9	64	80	444
9	80	80	441
9	96	80	444
9	112	80	441
9	128	80	444
9	144	80	441
9	160	80	444
9	176	80	441
9	192	80	444
9	208	80	441
9	224	80	444

9	16	96	442
9	32	96	443
9	48	96	442
9	64	96	443
9	80	96	442
9	96	96	443
9	112	96	442
9	128	96	442
9	144	96	443
9	160	96	442
9	176	96	443
9	192	96	442
9	208	96	443
9	224	96	442

9	16	112	441
9	32	112	444
9	48	112	441
9	64	112	444
9	80	112	441
9	96	112	444
9	112	112	441
9	128	112	444
9	144	112	441
9	160	112	444
9	176	112	441
9	192	112	444
9	208	112	441
9	224	112	444

9	16	128	442
9	32	128	443
9	112	128	442
9	128	128	442
9	144	128	443
9	160	128	442
9	176	128	443
9	192	128	442
9	208	128	443
9	224	128	442

9	16	144	441
9	32	144	444

9	112	144	441
9	128	144	444
9	144	144	441
9	160	144	444
9	176	144	441
9	192	144	444
9	208	144	441
9	224	144	444

9	16	160	442
9	32	160	443

9	112	160	443
9	128	160	442


9	16	176	446
9	32	176	446
			
9	112	176	446
9	128	176	446


4	0	0	401
4	0	16	401
4	0	32	401
4	0	48	401
4	0	64	401
4	0	80	401
4	0	96	401
4	0	112	401
4	0	128	401
4	0	144	401
4	0	160	401
4	0	176	401

4	48	128	401
4	64	128	401
4	80	128	401
4	96	128	401

4	48	144	401
4	64	144	401
4	80	144	401
4	96	144	401

4	48	160	401
4	64	160	401
4	80	160	401
4	96	160	401

4	48	176	401
4	64	176	401
4	80	176	401
4	96	176	401

4	144	160	401
4	160	160	401
4	176	160	401
4	192	160	401
4	208	160	401
4	224	160	401
4	240	160	401
4	256	160	401
4	272	160	401

4	240	0	401
4	240	16	401
4	240	32	401
4	240	48	401
4	240	64	401
4	240	80	401
4	240	96	401
4	240	112	401

4	256	0	401
4	256	16	401
4	256	32	401
4	256	48	401
4	256	64	401
4	256	80	401

4	256	112	401

4	320	160	401
4	336	160	401

4	384	160	401
4	400	160	401

4	448	144	401
4	496	144	401
4	544	144	401
4	592	144	401

4	640	160	401
4	656	160	401
4	672	160	401
4	688	160	401
4	704	160	401
4	720	160	401
4	736	160	401
4	752	160	401
4	768	160	401
4	784	160	401
4	800	160	401
4	816	160	401
4	832	160	401
4	848	160	401
4	864	160	401
4	880	160	401
4	896	160	401
4	912	160	401
4	928	160	401
4	944	160	401
4	960	160	401
4	976	160	401

4	944	128	401
4	960	128	401
4	976	128	401
4	992	128	401

4	1008	0	401
4	1008	16	401
4	1008	32	401
4	1008	48	401
4	1008	64	401
4	1008	80	401
4	1008	96	401
4	1008	112	401
4	1008	128	401
4	1008	144	401
4	1008	160	401
4	1008	176	401

4	976	64	401
4	976	80	401
4	976	96	401
4	976	112	401

4	992	64	401
4	992	80	401
4	992	96	401
4	992	112	401

9	272	0	441
9	288	0	444
9	304	0	441
9	320	0	444
9	336	0	441
9	352	0	444
9	368	0	441
9	384	0	444
9	400	0	441
9	416	0	444
9	432	0	441
9	448	0	444
9	464	0	441
9	480	0	444
9	496	0	441
9	512	0	444
9	528	0	441
9	544	0	444
9	560	0	441
9	576	0	444
9	592	0	441
9	608	0	444
9	624	0	441
9	640	0	444
9	656	0	441
9	672	0	444
9	688	0	441
9	704	0	444
9	720	0	441
9	736	0	444
9	752	0	441

9	816	0	441
9	832	0	444
9	848	0	441

9	912	0	441
9	928	0	444
9	944	0	441
9	960	0	444
9	976	0	441
9	992	0	444

9	272	16	442
9	288	16	443
9	304	16	442
9	320	16	443
9	336	16	442
9	352	16	443
9	368	16	442
9	384	16	443
9	400	16	442
9	416	16	443
9	432	16	442
9	448	16	443
9	464	16	442
9	480	16	443
9	496	16	442
9	512	16	443
9	528	16	442
9	544	16	443
9	560	16	442
9	576	16	443
9	592	16	442
9	608	16	443
9	624	16	442
9	640	16	443
9	656	16	442
9	672	16	443
9	688	16	442
9	704	16	443
9	720	16	442
9	736	16	443
9	752	16	442

9	816	16	442
9	832	16	443
9	848	16	442

9	912	16	442
9	928	16	443
9	944	16	442
9	960	16	443
9	976	16	442
9	992	16	443


9	272	32	441
9	288	32	444
9	304	32	441
9	320	32	444
9	336	32	441
9	352	32	444
9	368	32	441
9	384	32	444
9	400	32	441
9	416	32	444
9	432	32	441
9	448	32	444
9	464	32	441
9	480	32	444
9	496	32	441
9	512	32	444
9	528	32	441
9	544	32	444
9	560	32	441
9	576	32	444
9	592	32	441
9	608	32	444
9	624	32	441
9	640	32	444
9	656	32	441
9	672	32	444
9	688	32	441
9	704	32	444
9	720	32	441
9	736	32	444
9	752	32	441
			
9	816	32	441
9	832	32	444
9	848	32	441
			
9	912	32	441
9	928	32	444
9	944	32	441
9	960	32	444
9	976	32	441
9	992	32	444

9	272	48	442
9	288	48	443
9	304	48	442
9	320	48	443
9	336	48	442
9	352	48	443
9	368	48	442
9	384	48	443
9	400	48	442
9	416	48	443
9	432	48	442
9	448	48	443
9	464	48	442
9	480	48	443
9	496	48	442
9	512	48	443
9	528	48	442
9	544	48	443
9	560	48	442
9	576	48	443
9	592	48	442
9	608	48	443
9	624	48	442
9	640	48	443
9	656	48	442
9	672	48	443
9	688	48	442
9	704	48	443
9	720	48	442
9	736	48	443
9	752	48	442
			
9	816	48	442
9	832	48	443
9	848	48	442
			
9	912	48	442
9	928	48	443
9	944	48	442
9	960	48	443
9	976	48	442
9	992	48	443

9	272	64	441
9	288	64	444
9	304	64	441
9	320	64	444
9	336	64	441
9	352	64	444
9	368	64	441
9	384	64	444
9	400	64	441
9	416	64	444
9	432	64	441
9	448	64	444
9	464	64	441
9	480	64	444
9	496	64	441
9	512	64	444
9	528	64	441
9	544	64	444
9	560	64	441
9	576	64	444
9	592	64	441
9	608	64	444
9	624	64	441
9	640	64	444
9	656	64	441
9	672	64	444
9	688	64	441
9	704	64	444
9	720	64	441
9	736	64	444
9	752	64	441
			
9	816	64	441
9	832	64	444
9	848	64	441
			
9	912	64	441
9	928	64	444
9	944	64	441
9	960	64	444

9	272	80	442
9	288	80	443
9	304	80	442
